target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
mustache,0.7425985778926956,0.8098254686489981,single,wearing_hat,diff_means,3,0.7328377504848094,0.009760827407886197,,
narrow_eyes,0.5998144712430427,0.6144712430426716,single,wearing_hat,diff_means,3,0.6289424860853432,-0.029128014842300542,,
no_beard,0.5462347135807767,0.49839090323964813,single,wearing_hat,diff_means,3,0.5490595723378388,-0.0028248587570620654,,
oval_face,0.49245447290140026,0.4646303417253138,single,wearing_hat,diff_means,3,0.4896611768120148,0.002793296089385444,,
pale_skin,0.6291547958214625,0.7711301044634378,single,wearing_hat,diff_means,3,0.6291547958214625,0.0,,
pointy_nose,0.5083619210977701,0.4946397941680961,single,wearing_hat,diff_means,3,0.4879931389365352,0.020368782161234944,,
receding_hairline,0.5275237917521927,0.5779063258070535,single,wearing_hat,diff_means,3,0.5275237917521927,0.0,,
rosy_cheeks,0.602125147579693,0.7632821723730814,single,wearing_hat,diff_means,3,0.6000590318772137,0.0020661157024793875,,
sideburns,0.6309833024118738,0.7562152133580705,single,wearing_hat,diff_means,3,0.6473098330241187,-0.01632653061224487,,
smiling,0.863709032773781,0.9400479616306955,single,wearing_hat,diff_means,3,0.863709032773781,0.0,,
straight_hair,0.6576623376623376,0.6626839826839827,single,wearing_hat,diff_means,3,0.661991341991342,-0.0043290043290044045,,
wavy_hair,0.5601594060486953,0.5964624959056665,single,wearing_hat,diff_means,3,0.574134730865815,-0.013975324817119716,,
wearing_earrings,0.6483401209428606,0.7362705170924349,single,wearing_hat,diff_means,3,0.6529063309885228,-0.004566210045662156,,
wearing_hat,0.87109375,0.93707275390625,single,wearing_hat,diff_means,3,0.875,-0.00390625,,
wearing_lipstick,0.49765331664580725,0.49788798498122655,single,wearing_hat,diff_means,3,0.49092615769712145,0.0067271589486858074,,
wearing_necklace,0.6063545150501672,0.7036789297658863,single,wearing_hat,diff_means,3,0.5979933110367892,0.008361204013378032,,
wearing_necktie,0.5771707750388629,0.6169220519653564,single,wearing_hat,diff_means,3,0.5761714412613813,0.0009993337774816258,,
young,0.8258931860036832,0.8830202578268876,single,wearing_hat,diff_means,3,0.8176058931860037,0.008287292817679481,,
5_o_clock_shadow,0.5891626921038686,0.6595124536301007,single,wearing_hat,diff_means,4,0.5936671966083731,-0.0045045045045044585,,
arched_eyebrows,0.5408653846153846,0.5446714743589745,single,wearing_hat,diff_means,4,0.5336538461538461,0.007211538461538436,,
